,fold
15633,2237944
15634,5409035
15635,1152631
15636,3575171
15637,1608543
15638,3479518
15639,5007735
15640,5422985
15641,2117527
15642,5800487
15643,1265082
15644,2328323
15645,1827002
15646,4614011
15647,5685321
15648,1332087
15649,3047126
15650,1051070
15651,3476665
15652,3289604
15653,5649504
15654,3182518
15655,4889850
15656,5909977
15657,1746937
15658,1995183
15659,5519109
15660,2589100
15661,2135577
15662,5737378
15663,1442880
15664,2332973
15665,4884219
15666,3743113
15667,2367543
15668,3946211
15669,4743148
15670,1895735
15671,3429927
15672,1253473
15673,4607240
15674,3035796
15675,1401993
15676,1968553
15677,2516193
15678,4475205
15679,3544768
15680,5012092
15681,2556567
15682,2273662
15683,4340482
15684,3605656
15685,5277646
15686,3346029
15687,4237344
15688,1030001
15689,1388479
15690,3672163
15691,2899172
15692,2527324
15693,1433457
15694,4098077
15695,2670681
15696,5772828
15697,2109675
15698,1519032
15699,3549746
15700,1609864
15701,1527442
15702,4220303
15703,3949271
15704,4595267
15705,2299839
15706,4005893
15707,4996145
15708,3306593
15709,4425591
15710,1945658
15711,2593525
15712,2517719
15713,2786637
15714,4264282
15715,5378326
15716,1598166
15717,5147413
15718,1490439
15719,1644724
15720,4723660
15721,4722558
15722,5655716
15723,2013193
15724,5678988
15725,5650359
15726,1078633
15727,1942992
15728,4078136
15729,3063739
15730,5131024
15731,1824234
15732,5937820
15733,3147185
15734,3680485
15735,1213573
15736,4194748
15737,2539300
15738,3706473
15739,1045184
15740,1026237
15741,1067946
15742,2490539
15743,1520266
15744,5814333
15745,5020750
15746,1103793
15747,3946341
15748,1908872
15749,3020968
15750,3971732
15751,1536351
15752,1110825
15753,3439982
15754,2885224
15755,4633642
15756,2643360
15757,5262252
15758,5648135
15759,1819287
15760,4371352
15761,1599666
15762,1352528
15763,4096580
15764,3738843
15765,4267875
15766,1994438
15767,1008693
15768,2114345
15769,1013100
15770,4294254
15771,1823030
15772,4632750
15773,2242367
15774,2125549
15775,3178530
15776,3178340
15777,4198763
15778,5554918
15779,5021853
15780,4867793
15781,4738250
15782,1711015
15783,3379183
15784,1443857
15785,1919627
15786,1302882
15787,5785719
15788,4501443
15789,3869778
15790,4868821
15791,4225388
15792,1924536
15793,3839070
15794,1515338
15795,5410297
15796,1708137
15797,5945180
15798,1003575
15799,1280903
15800,3562422
15801,3167162
15802,5382336
15803,1307177
15804,2784569
15805,5210599
15806,3194153
15807,4626708
15808,2919033
15809,4035294
15810,5674479
15811,4199684
15812,1569736
15813,5015714
15814,5152518
15815,5152778
15816,2133286
15817,1523230
15818,1726637
15819,1454754
15820,1579500
15821,1990965
15822,1548296
15823,1988463
15824,1517854
15825,3282353
15826,1430321
15827,4627364
15828,2257654
15829,3706339
15830,3562376
15831,1524973
15832,4235026
15833,3554240
15834,1297082
15835,5261730
15836,2770153
15837,2915226
15838,1494088
15839,1429541
15840,3584878
15841,5293009
15842,5409166
15843,1219883
15844,3441898
15845,3768855
15846,3115679
15847,5012307
15848,1837212
15849,3184260
15850,2983854
15851,4951555
15852,2653372
15853,3547756
15854,1026509
15855,3824222
15856,2647475
15857,3842895
15858,3164662
15859,4205618
15860,3672158
15861,2012937
15862,1046854
15863,3319570
15864,5413058
15865,5652345
15866,1836652
15867,3553505
15868,5115414
15869,3279326
15870,1122780
15871,1875299
15872,5768376
15873,1518174
15874,5384295
15875,1475629
15876,2790551
15877,4604748
15878,2897023
15879,5547932
15880,2530884
15881,1135822
15882,1228045
15883,2624015
15884,5965771
15885,5253911
15886,3803783
15887,1718912
15888,3167274
15889,4168621
15890,3933140
15891,3277264
15892,2895523
15893,1243373
15894,5132008
15895,2013265
15896,5011473
15897,3562750
15898,2122966
15899,4982040
15900,1415598
15901,1848795
15902,3811102
15903,5834556
15904,5403539
15905,2271363
15906,1379152
15907,1928212
15908,3803844
15909,5265234
15910,1729131
15911,4103654
15912,1059604
15913,2109287
15914,4610497
15915,2911381
15916,1272661
15917,1870354
15918,1705516
15919,3838274
15920,1116376
15921,5916480
15922,1181328
15923,3449714
15924,2857582
15925,1753175
15926,3162286
15927,3546021
15928,1056025
15929,4081379
15930,5266876
15931,1962226
15932,3324219
15933,1708201
15934,5932405
15935,3278565
15936,2278465
15937,3808288
15938,2106346
15939,1727465
15940,1704683
15941,2820163
15942,2667694
15943,5741195
15944,4737075
15945,1547162
15946,4889587
15947,3327296
15948,4231712
15949,4228318
15950,5150935
15951,2901850
15952,1801099
15953,3037373
15954,5415380
15955,4477274
15956,2851921
15957,1453376
15958,3283885
15959,2064669
15960,4094659
15961,2397199
15962,1068420
15963,4609096
15964,1961310
15965,1562833
15966,1233771
15967,3956439
15968,5788357
15969,1429601
15970,2769218
15971,1312015
15972,1808342
15973,2919560
15974,1440922
15975,2914276
15976,1386745
15977,3845086
15978,2527282
15979,1268077
15980,3055305
15981,3938424
15982,1731658
15983,3447963
15984,5794275
15985,4096064
15986,3997772
15987,2752654
15988,4746962
15989,3169293
15990,5150538
15991,4111261
15992,4215481
15993,3048711
15994,5910957
15995,2770112
15996,1605210
15997,2373862
15998,3775718
15999,5948575
16000,2628864
16001,3027540
16002,1199974
16003,2928843
16004,3178464
16005,1471799
16006,3805895
16007,2103778
16008,5311981
16009,2953380
16010,1235819
16011,4464280
16012,3576968
16013,3964617
16014,1591432
16015,4745810
16016,3027874
16017,4073013
16018,5647003
16019,5024790
16020,2515956
16021,2786273
16022,1027565
16023,3961309
16024,3173606
16025,4731746
16026,2539871
16027,1451816
16028,2064947
16029,3175188
16030,4223955
16031,4072342
16032,1271039
16033,3322889
16034,3546888
16035,3417705
16036,4785092
16037,3477289
16038,2780179
16039,1676981
16040,3710493
16041,1345682
16042,4503471
16043,2257431
16044,3542132
16045,2787009
16046,1561611
16047,1094059
16048,3678197
16049,2635424
16050,2638666
16051,5080475
16052,1918966
16053,4394518
16054,3051014
16055,2891536
16056,1307081
16057,4332267
16058,2654600
16059,1589303
16060,1503979
16061,1322642
16062,2950005
16063,1282337
16064,4244528
16065,1881190
16066,3568743
16067,1004097
16068,5610940
16069,1924204
16070,1328488
16071,1189621
16072,1516442
16073,1973274
16074,2003922
16075,5934811
16076,1905362
16077,2264650
16078,3695084
16079,4486718
16080,1077316
16081,3965007
16082,2892505
16083,2252895
16084,2906196
16085,3051528
16086,5551111
16087,4768761
16088,2903346
16089,3976859
16090,2386957
16091,5313808
16092,2389240
16093,4612891
16094,4602308
16095,2128660
16096,1574471
16097,2064506
16098,2135791
16099,3561973
16100,3349305
16101,1836973
16102,1207252
16103,4736942
16104,1271109
16105,3574327
16106,1262122
16107,2108616
16108,1888137
16109,3158575
16110,3582970
16111,4001668
16112,3956566
16113,3021584
16114,3026659
16115,2396316
16116,2231850
16117,2625197
16118,5925656
16119,4852346
16120,5943306
16121,4097598
16122,1240646
16123,2509994
16124,3325763
16125,4555532
16126,3119748
16127,5213580
16128,3811617
16129,1571288
16130,5686072
16131,5133219
16132,1522609
16133,3162733
16134,2885048
16135,3188263
16136,4063795
16137,5265530
16138,3814086
16139,5768257
16140,4889469
16141,2760088
16142,5865494
16143,1411111
16144,3808503
16145,4082536
16146,3154572
16147,1049452
16148,1491083
16149,1742810
16150,3014689
16151,4633330
16152,5525480
16153,3737194
16154,4093533
16155,5644352
16156,1158528
16157,2390865
16158,3161992
16159,1512438
16160,1828761
16161,4333257
16162,4164578
16163,1034723
16164,1833581
16165,1039776
16166,5670476
16167,2012632
16168,1717014
16169,1825235
16170,5923517
16171,4877991
16172,1300283
16173,1451792
16174,3309341
16175,1997579
16176,4080013
16177,3576484
16178,5142272
16179,5684131
16180,4756090
16181,2230851
16182,4868976
16183,1151854
16184,3803224
16185,3421845
16186,5143126
16187,1547418
16188,3937402
16189,1747277
16190,5292065
16191,5409595
16192,4748571
16193,2513799
16194,2790883
16195,2889220
16196,1495124
16197,4129576
16198,4686273
16199,1379077
16200,2496461
16201,2723087
16202,1917027
16203,4216764
16204,1468484
16205,3052000
16206,1459489
16207,1009397
16208,1091889
16209,2508103
16210,5024915
16211,5738207
16212,3293156
16213,1712923
16214,3318583
16215,4606201
16216,4233525
16217,1043136
16218,1416755
16219,2236238
16220,1876168
16221,2987133
16222,5606148
16223,3687226
16224,3970009
16225,5441745
16226,1073744
16227,1508990
16228,1998544
16229,1201364
16230,2117973
16231,2462151
16232,1298880
16233,4992480
16234,5552595
16235,4223101
16236,4889334
16237,5245781
16238,5964101
16239,2782227
16240,1345461
16241,4616364
16242,5153262
16243,1555434
16244,1169635
16245,5709543
16246,1125719
16247,1811957
16248,4594207
16249,4331816
16250,3823474
16251,1550674
16252,3942164
16253,1968276
16254,4874396
16255,1745624
16256,1361327
16257,1454388
16258,5548177
16259,2382304
16260,1430950
16261,1544469
16262,1304361
16263,1520903
16264,5008161
16265,1976682
16266,5540082
16267,5668328
16268,4999504
16269,2526611
16270,2689775
16271,1901569
16272,1448889
16273,1949812
16274,2521082
16275,2536392
16276,5542778
16277,1010326
16278,1161034
16279,1187049
16280,1345544
16281,4469220
16282,1586748
16283,4098833
16284,1423486
16285,4000958
16286,3825316
16287,2655261
16288,1610202
16289,1422768
16290,3443142
16291,4601432
16292,5130289
16293,1352679
16294,2918968
16295,1995606
16296,1311761
16297,4890389
16298,4328803
16299,4428882
16300,4069197
16301,2273400
16302,4758058
16303,3382318
16304,2271296
16305,4594149
16306,3376943
16307,4199064
16308,2889840
16309,1348695
16310,2770289
16311,5643547
16312,2531721
16313,1393391
16314,2428990
16315,5793829
16316,1840479
16317,5809095
16318,1902947
16319,5022609
16320,3829029
16321,3173319
16322,1992180
16323,5413323
16324,3976808
16325,4760326
16326,5541375
16327,2408329
16328,3834026
16329,4898836
16330,1294966
16331,1546220
16332,1305004
16333,1394242
16334,1279251
16335,2721825
16336,5867554
16337,2520864
16338,1150431
16339,5684710
16340,1290311
16341,1110228
16342,5114889
16343,2823096
16344,5665216
16345,2671255
16346,1942933
16347,3904760
16348,3951400
16349,1928227
16350,1482460
16351,1224252
16352,2630416
16353,1729691
16354,5284662
16355,1850880
16356,2111060
16357,5912590
16358,5642823
16359,5027030
16360,1448783
16361,5552693
16362,5640734
16363,4949012
16364,1169470
16365,3568049
16366,4728387
16367,3165715
16368,5912138
16369,2015906
16370,2668594
16371,3419218
16372,1577561
16373,2266292
16374,4071676
16375,4461696
16376,1046678
16377,5506305
16378,1075677
16379,1904508
16380,2518679
16381,1201000
16382,1996029
16383,3840238
16384,1132883
16385,2894711
16386,5133915
16387,3946267
16388,2272842
16389,1140364
16390,5909908
16391,1713673
16392,3409733
16393,3186550
16394,4259950
16395,1407006
16396,4876697
16397,1135996
16398,4920678
16399,1136067
16400,3541645
16401,4765244
16402,4356138
16403,3149844
16404,3456984
16405,3639700
16406,4602185
16407,4374646
16408,4918675
16409,2916596
16410,2015579
16411,3588852
16412,3710241
16413,5935232
16414,2885164
16415,3043983
16416,4876790
16417,3041662
16418,1253278
16419,5929892
16420,2626356
16421,5538802
16422,1085839
16423,1247984
16424,1171409
16425,5681849
16426,3120489
16427,2136775
16428,1512326
16429,1382776
16430,4478870
16431,4260592
16432,4085071
16433,5809739
16434,4063649
16435,5288993
16436,5911810
16437,5260552
16438,4480440
16439,1943788
16440,3846602
16441,4589597
16442,1331204
16443,2537991
16444,5399549
16445,2666995
16446,1536468
16447,5009256
16448,1402939
16449,1241846
16450,5816724
16451,5134561
16452,2912995
16453,4991392
16454,2596648
16455,1597481
16456,3976360
16457,1130536
16458,2899695
16459,5734466
16460,2855098
16461,5546655
16462,1454810
16463,5645146
16464,1984380
16465,1089147
16466,1919668
16467,2622886
16468,1990105
16469,5778611
16470,1646304
16471,2408373
16472,3416353
16473,1515489
16474,4819994
16475,5791461
16476,5943881
16477,1924002
16478,1070661
16479,4397879
16480,4734128
16481,2268435
16482,2011608
16483,5005510
16484,3319592
16485,2763704
16486,3187637
16487,3424633
16488,2013591
16489,2854092
16490,5815496
16491,3170620
16492,3706431
16493,3416937
16494,1569306
16495,4110756
16496,1862160
16497,1360585
16498,5816588
16499,1162639
16500,1181039
16501,5505054
16502,1416188
16503,5514709
16504,4001463
16505,4329174
16506,5544996
16507,1074664
16508,5799935
16509,1337616
16510,4347485
16511,5277293
16512,5651222
16513,3052069
16514,4072695
16515,1347149
16516,5375740
16517,4601629
16518,2119323
16519,2926620
16520,5405334
16521,1515346
16522,5681380
16523,1592966
16524,1542476
16525,1116715
16526,1254727
16527,5916715
16528,3022591
16529,3936631
16530,2119738
16531,1107437
16532,2592315
16533,1250418
16534,1606256
16535,3115948
16536,1071672
16537,2591753
16538,2401282
16539,2515110
16540,1479529
16541,3325371
16542,3418139
16543,2123110
16544,3426454
16545,2909567
16546,3809384
16547,5782897
16548,4734413
16549,3308463
16550,4791920
16551,3445054
16552,1016388
16553,1428558
16554,3955793
16555,5660858
16556,5505379
16557,1911296
16558,1900070
16559,3117586
16560,1555202
16561,1031333
16562,1946594
16563,4222035
16564,4088764
16565,5283468
16566,1990496
16567,3172781
16568,2783263
16569,2772643
16570,1979533
16571,2396060
16572,4743216
16573,2490613
16574,4336950
16575,5136808
16576,5940551
16577,2404116
16578,1710814
16579,1321158
16580,5158186
16581,5113659
16582,4620998
16583,5541942
16584,2377268
16585,4231572
16586,4759199
16587,1956112
16588,1052353
16589,1143371
16590,1603303
16591,3178278
16592,1821199
16593,3186362
16594,5899736
16595,4636542
16596,1577277
16597,1111628
16598,5258353
16599,3418502
16600,3676397
16601,4342993
16602,1175074
16603,2229128
16604,3809459
16605,1163386
16606,5663760
16607,2228449
16608,1835406
16609,1149168
16610,3562895
16611,2781340
16612,5814318
16613,4867810
16614,1470985
16615,3935679
16616,5610258
16617,5022320
16618,1425310
16619,1955654
16620,1286404
16621,4349897
16622,1141093
16623,1226488
16624,1048644
16625,4211470
16626,5941054
16627,2260153
16628,5253233
16629,4481947
16630,1473920
16631,5680489
16632,1103388
16633,1419138
16634,1495146
16635,3252190
16636,1427398
16637,3145934
16638,1479588
16639,2273268
16640,1220955
16641,3817026
16642,2657152
16643,1146033
16644,5443878
16645,4224661
16646,2400627
16647,1705940
16648,5391577
16649,1820945
16650,2393220
16651,1469084
16652,3035830
16653,1932202
16654,3294196
16655,2376697
16656,1429660
16657,5671378
16658,1175626
16659,3168169
16660,4878601
16661,4212960
16662,3432544
16663,5265800
16664,1812898
16665,1270086
16666,4996372
16667,4243559
16668,4070571
16669,1715982
16670,1979060
16671,1980177
16672,2783906
16673,4210228
16674,5215069
16675,1844749
16676,3586260
16677,2636640
16678,1614504
16679,4082762
16680,1158987
16681,5383728
16682,2925795
16683,1410493
16684,3742880
16685,2147676
16686,3638284
16687,5474719
16688,3577132
16689,2264938
16690,1462783
16691,1017204
16692,5139121
16693,4234505
16694,2116452
16695,1189375
16696,1824717
16697,2932983
16698,3146919
16699,2012758
16700,4341537
16701,3550450
16702,2557921
16703,4089921
16704,1449259
16705,2378402
16706,3219260
16707,2771732
16708,5916895
16709,2143781
16710,1565399
16711,2107855
16712,1835636
16713,2918725
16714,3058256
16715,3158808
16716,4625685
16717,1992696
16718,4631366
16719,2464255
16720,1449208
16721,5795260
16722,1928413
16723,3279446
16724,1922500
16725,2507353
16726,4462308
16727,1232964
16728,1926136
16729,1496865
16730,4466646
16731,2367108
16732,4655097
16733,5909734
16734,5928772
16735,2514424
16736,2785119
16737,5140250
16738,2913163
16739,4610294
16740,2557267
16741,2754244
16742,5128829
16743,1466080
16744,5531165
16745,2670809
16746,1444601
16747,1211007
16748,3440455
16749,4366424
16750,3961478
16751,1287181
16752,1801462
16753,5663373
16754,1155205
16755,1553036
16756,4267869
16757,2001499
16758,4526151
16759,3161970
16760,2257473
16761,3301726
16762,3979118
16763,1316593
16764,1333493
16765,1198114
16766,1359339
16767,1060714
16768,1860038
16769,1888675
16770,2253498
16771,3322025
16772,4595607
16773,1469227
16774,2522669
16775,1866239
16776,3215764
16777,1107724
16778,1386166
16779,2005414
16780,1938119
16781,1539231
16782,1883910
16783,1437775
16784,3720036
16785,1020530
16786,3449961
16787,4162857
16788,1401589
16789,1491735
16790,3845637
16791,1238844
16792,1562960
16793,4293230
16794,5545601
16795,4862487
16796,1286228
16797,4498265
16798,4233103
16799,1706224
16800,3689582
16801,5086690
16802,1082361
16803,5422245
16804,1603241
16805,4335828
16806,2659452
16807,5413009
16808,1414848
16809,1315629
16810,3153916
16811,5152150
16812,2929674
16813,2885835
16814,5017887
16815,1289936
16816,1550889
16817,1800959
16818,2499533
16819,4739120
16820,1519710
16821,2101531
16822,3432503
16823,1324236
16824,4110506
16825,2794215
16826,4222852
16827,1937680
16828,4481007
16829,4615437
16830,3740446
16831,2643221
16832,5918125
16833,3057792
16834,4373174
16835,5311487
16836,3422989
16837,1038018
16838,5020249
16839,4332404
16840,4106576
16841,2266841
16842,4767154
16843,4002384
16844,5245235
16845,2124582
16846,3564633
16847,1052982
16848,4097940
16849,3971195
16850,2783470
16851,1891572
16852,1039883
16853,4494241
16854,5510294
16855,4483465
16856,1747804
16857,4231317
16858,4506618
16859,1913737
16860,4344356
16861,5786549
16862,5255710
16863,1474317
16864,1582568
16865,5655167
16866,4635410
16867,1011500
16868,2499977
16869,5944919
16870,3560505
16871,2139400
16872,1869479
16873,4982534
16874,2393853
16875,1704244
16876,1307405
16877,4630799
16878,4595502
16879,3670625
16880,1326880
16881,5528976
16882,1579653
16883,1203652
16884,5406715
16885,5120337
16886,1458496
16887,1799763
16888,4476282
16889,3550394
16890,2884939
16891,1675059
16892,4167269
16893,1870257
16894,4092615
16895,1212685
16896,4194807
16897,1748139
16898,5112878
16899,1951490
16900,1233535
16901,2773414
16902,3317854
16903,4489883
16904,3938922
16905,3977778
16906,4628919
16907,3808124
16908,3606054
16909,3024932
16910,5577734
16911,1397839
16912,1575646
16913,1459119
16914,4372351
16915,1807090
16916,2777468
16917,1235949
16918,1063189
16919,3932513
16920,1276423
16921,4890757
16922,1799998
16923,1141252
16924,4216513
16925,4210933
16926,5152337
16927,4989681
16928,5397091
16929,3434721
16930,3041720
16931,2927091
16932,1620516
16933,1611158
16934,4198278
16935,3808059
16936,5605671
16937,2129983
16938,1241394
16939,5472588
16940,3277976
16941,4613567
16942,2267076
16943,4882617
16944,1228610
16945,5050890
16946,3194185
16947,3425665
16948,4605150
16949,5771509
16950,1597268
16951,1287556
16952,4206954
16953,2925910
16954,1280098
16955,3180500
16956,1335791
16957,4630468
16958,1884992
16959,3303758
16960,1250516
16961,5788845
16962,2923418
16963,1938777
16964,2099280
16965,1885504
16966,2596920
16967,2406661
16968,4477492
16969,1391935
16970,5386841
16971,1112849
16972,3417804
16973,4729596
16974,1882559
16975,2164694
16976,1532035
16977,2983074
16978,1909784
16979,1865510
16980,1874254
16981,2911489
16982,4983658
16983,3836330
16984,2648090
16985,5923812
16986,5138397
16987,3064447
16988,3048880
16989,5476697
16990,3246126
16991,5280693
16992,4866786
16993,3041227
16994,5137054
16995,1271214
16996,1206808
16997,5005367
16998,5278702
16999,1736018
17000,5018816
17001,2763021
17002,1620912
17003,3950816
17004,1846671
17005,1194321
17006,5902695
17007,3456228
17008,3456063
17009,5932667
17010,5378831
17011,4243067
17012,3821705
17013,5797997
17014,1004302
17015,1808307
17016,4595933
17017,1163531
17018,5273385
17019,2065207
17020,4165438
17021,4342785
17022,5246141
17023,3552946
17024,1806510
17025,1197987
17026,4791035
17027,4653352
17028,5313082
17029,4868818
17030,2622773
17031,1018923
17032,5180985
17033,2002114
17034,1299410
17035,2515972
17036,1513046
17037,4917037
17038,5278126
17039,2506804
17040,1080078
17041,2637856
17042,3945385
17043,2513844
17044,1035483
17045,3249586
17046,1832009
17047,5898346
17048,2499485
17049,1025685
17050,1511514
17051,1715824
17052,4108284
17053,1801495
17054,3297718
17055,3959739
17056,1468701
17057,1511089
17058,4238573
17059,5545951
17060,3939263
17061,2269904
17062,4463422
17063,1801061
17064,2137643
17065,4610227
17066,5866441
17067,1975517
17068,3556300
17069,1894453
17070,1176418
17071,1932247
17072,4363056
17073,1331978
17074,3431787
17075,4035307
17076,4212892
17077,4601879
17078,4462139
17079,5577246
17080,3569611
17081,4355160
17082,4340918
17083,3826333
17084,1582225
17085,4202888
17086,1919065
17087,2067849
17088,5162299
17089,5376804
17090,2762994
17091,1391266
17092,2668756
17093,1188965
17094,1076409
17095,4075047
17096,4866154
17097,1340609
17098,5245655
17099,5052409
17100,3706385
17101,5796595
17102,5810417
17103,4031433
17104,1850744
17105,1751016
17106,2384477
17107,3166978
17108,1297990
17109,1304695
17110,1427645
17111,4599673
17112,3409012
17113,2796156
17114,5124840
17115,1777565
17116,3034049
17117,2068433
17118,1546741
17119,5184572
17120,1815989
17121,5908599
17122,5273339
17123,2365668
17124,1546444
17125,2630058
17126,4593932
17127,4260930
17128,4985360
17129,1674002
17130,1736630
17131,3588904
17132,3717903
17133,1592550
17134,5966673
17135,3685124
17136,1907279
17137,5275555
17138,4876539
17139,5145147
17140,2668540
17141,4878488
17142,1438425
17143,1019040
17144,2796361
17145,6004397
17146,4893545
17147,1038005
17148,5679682
17149,4689856
17150,2901446
17151,4604732
17152,3173233
17153,4745565
17154,3153943
17155,2104945
17156,1191684
17157,4687825
17158,4588080
17159,1078759
17160,3302934
17161,4746427
17162,2108987
17163,1603068
17164,2375032
17165,4355955
17166,1259314
17167,1710065
17168,1546119
17169,4629423
17170,1531802
17171,4241778
17172,3742430
17173,2264136
17174,3674268
17175,1729164
17176,2915619
17177,1399367
17178,1400999
17179,1716887
17180,3031228
17181,2519384
17182,2384055
17183,1128624
17184,1584339
17185,1466918
17186,3974262
17187,1605149
17188,1721149
17189,4223907
17190,3030763
17191,1005872
17192,4588437
17193,3943493
17194,1055701
17195,4596855
17196,3943882
17197,1491384
17198,1442646
17199,5901632
17200,4483272
17201,1709805
17202,5936429
17203,2641688
17204,1177381
17205,2858442
17206,1315295
17207,1046918
17208,2146946
17209,4637385
17210,3055697
17211,2002551
17212,2820094
17213,1019122
17214,1385287
17215,4477315
17216,2530197
17217,4219371
17218,1947285
17219,2399919
17220,1639232
17221,1048484
17222,1437437
17223,1821773
17224,1204145
17225,3428630
17226,1562077
17227,2537144
17228,4687272
17229,4030683
17230,1913005
17231,5920214
17232,1021171
17233,4600857
17234,2511738
17235,1234717
17236,2665315
17237,1837005
17238,1008920
17239,3417012
17240,5798256
17241,4722723
17242,1735851
17243,5544198
17244,5380308
17245,1084284
17246,1113423
17247,1507512
17248,3292504
17249,1455592
17250,1507540
17251,3561947
17252,3279779
17253,3683359
17254,4725804
17255,2915072
17256,3155277
17257,2120175
17258,1738491
17259,1540965
17260,1981592
17261,3423634
17262,2490669
17263,1905610
17264,2239682
17265,1031931
17266,4342215
17267,3347760
17268,1318796
17269,2647084
17270,3817845
17271,1060338
17272,2752916
17273,5797938
17274,3564352
17275,4300799
17276,3695253
17277,1007342
17278,5867704
17279,1278234
17280,5944273
17281,2774006
17282,2520481
17283,1202434
17284,1314461
17285,2238423
17286,5054279
17287,3283871
17288,3563655
17289,1901859
17290,1884738
17291,2033492
17292,5934742
17293,5516075
17294,2010163
17295,1855853
17296,4212976
17297,3693744
17298,5601876
17299,4493950
17300,2659554
17301,3823480
17302,2650205
17303,3190718
17304,2955724
17305,5254373
17306,5028826
17307,2015656
17308,1753870
17309,1118558
17310,5115333
17311,4224437
17312,1218189
17313,4099697
17314,5522534
17315,2369594
17316,1345059
17317,3565590
17318,3673995
17319,5544408
17320,1799824
17321,2107195
17322,4791897
17323,4991512
17324,2363471
17325,5648413
17326,5399803
17327,4493099
17328,5647056
17329,2232385
17330,4480032
17331,1556012
17332,1312456
17333,4371621
17334,5414517
17335,1837018
17336,4067639
17337,5247428
17338,2373935
17339,5138786
17340,5937071
17341,4229030
17342,1770207
17343,3151365
17344,2910332
17345,1576192
17346,3445398
17347,3153619
17348,5409394
17349,2634295
17350,5387382
17351,4588918
17352,1877535
17353,1799429
17354,4234076
17355,5670837
17356,4624057
17357,4758359
17358,5030510
17359,2637150
17360,1486633
17361,4004121
17362,4218489
17363,1380096
17364,5802982
17365,5159958
17366,5793623
17367,1444619
17368,3953955
17369,1114865
17370,1944263
17371,4074292
17372,3951864
17373,2252257
17374,1973635
17375,3377145
17376,2901475
17377,4233452
17378,1170917
17379,5810944
17380,3410633
17381,4136557
17382,4197326
17383,4219283
17384,1174339
17385,3437102
17386,3874550
17387,1884058
17388,1715353
17389,1931551
17390,4886203
17391,4162682
17392,2774389
17393,4355618
17394,2375471
17395,4986101
17396,5143928
17397,2532377
17398,2889176
17399,3147699
17400,2772317
17401,4597265
17402,4329865
17403,1434360
17404,5934622
17405,1162685
17406,1434463
17407,4108458
17408,3174516
17409,1542664
17410,1080669
17411,1896121
17412,4369153
17413,5417105
17414,3703400
17415,3115250
17416,4995511
17417,1438401
17418,2889894
17419,4660580
17420,1861986
17421,4163613
17422,5397992
17423,4468226
17424,1498963
17425,5901982
17426,3281144
17427,1870098
17428,2331859
17429,4880360
17430,5909844
17431,1099080
17432,1042060
17433,4558934
17434,3935572
17435,2245750
17436,2143074
17437,3949909
17438,3163811
17439,3847166
17440,4727219
17441,5476254
17442,4426030
17443,5414002
17444,4890510
17445,5738676
17446,2387442
17447,2116798
17448,1191490
17449,4878763
17450,1175992
17451,3186933
17452,1002832
17453,1302526
17454,4234196
17455,3316455
17456,5349391
17457,5279700
17458,1064224
17459,1252064
17460,3248839
17461,1913057
17462,1100613
17463,2524089
17464,5011431
17465,3968127
17466,2001391
17467,4216480
17468,2139057
17469,4527936
17470,3960154
17471,4611606
17472,4604834
17473,1600458
17474,1948758
17475,1155436
17476,3937523
17477,4106548
17478,2723959
17479,1911919
17480,5660728
17481,5938308
17482,2663216
17483,5248129
17484,1037758
17485,5414708
17486,1289307
17487,1547405
17488,1265702
17489,2915473
17490,3840680
17491,3817370
17492,2631024
17493,4068964
17494,4916844
17495,3181352
17496,5770319
17497,2758276
17498,1581694
17499,1941757
17500,1716395
17501,4201881
17502,3980198
17503,2122848
17504,1142907
17505,3851038
17506,3449786
17507,2644024
17508,5776395
17509,1776907
17510,4742774
17511,2621553
17512,5513478
17513,2644953
17514,4606767
17515,1518117
17516,5288679
17517,4233829
17518,2409413
17519,1352870
17520,5127133
17521,5787161
17522,4758022
17523,1988436
17524,1732955
17525,3172905
17526,2002484
17527,2116695
17528,1569875
17529,5382604
17530,4081494
17531,1014283
17532,2112955
17533,3185072
17534,5413341
17535,2268047
17536,2012619
17537,5910634
17538,5546876
17539,5925994
17540,1526168
17541,2497957
17542,1977700
17543,3806279
17544,4722456
17545,1503210
17546,3050411
17547,1385198
17548,5010254
17549,5681478
17550,1125690
17551,2039453
17552,1321425
17553,1886636
17554,1106954
17555,4066337
17556,5387557
17557,5913789
17558,1906097
17559,5380235
17560,2127361
17561,4347636
17562,1347824
17563,4867263
17564,1323178
17565,1017708
17566,1914783
17567,5800688
17568,1902042
17569,1716529
17570,4091832
17571,2362865
17572,5112994
17573,2145041
17574,1062520
17575,3218665
17576,1540982
17577,3543508
17578,4370627
17579,4087260
17580,4766449
17581,3118239
17582,1345426
17583,2006394
17584,5009045
17585,1433689
17586,1302837
17587,2535115
17588,1316765
17589,1071052
17590,3955433
17591,1897040
17592,1569133
17593,1002781
17594,3564666
17595,1834906
17596,2754256
17597,5637805
17598,4221084
17599,5023673
17600,5516985
17601,1528776
17602,3552770
17603,1017381
17604,3553102
17605,4894314
17606,5656458
17607,4598320
17608,5550372
17609,4622328
17610,2141137
17611,5774540
17612,2726096
17613,5273306
17614,2367209
17615,1061008
17616,5129291
17617,1829372
17618,3971209
17619,4079959
17620,4955533
17621,2232170
17622,1457239
17623,1928400
17624,4985183
17625,2326660
17626,4468916
17627,1355802
17628,2301516
17629,1053894
17630,2794651
17631,1946055
